Seed;RMSE History;MMD History;Log-Likelihood History;Max EIG History;Deployment Time
2600;[3.394423484802246, 4.487493515014648, 3.7470877170562744, 2.1009771823883057, 1.980770468711853, 1.8678696155548096];[0.44063636660575867, 1.3727810382843018, 1.3061771392822266, 0.8077322840690613, 0.7411817312240601, 0.7331165671348572];[-2.1647140979766846, -11.797843933105469, -18.101289749145508, -6.043163776397705, -5.690820217132568, -5.438653945922852];[1.3757927417755127, 1.0390957593917847, 0.5410779714584351, 0.3226505219936371, 0.176918163895607];279.4990165233612
2650;[3.442821979522705, 4.461136341094971, 4.0136566162109375, 3.6492831707000732, 3.8050472736358643, 3.825284242630005];[0.4292795956134796, 1.3705421686172485, 1.3642812967300415, 1.318811058998108, 1.3958230018615723, 1.417202115058899];[-2.150250196456909, -11.616593360900879, -20.136966705322266, -23.6638126373291, -27.76063346862793, -28.80772590637207];[1.4356052875518799, 0.9936402440071106, 0.5864191651344299, 0.3055116832256317, 0.21131005883216858];313.7951076030731
2700;[3.5615553855895996, 5.045713901519775, 4.157141208648682, 3.753706455230713, 3.8005809783935547, 3.9579248428344727];[0.4321097135543823, 1.4181727170944214, 1.3708274364471436, 1.3235636949539185, 1.3496038913726807, 1.39430570602417];[-2.211458683013916, -14.625609397888184, -22.084033966064453, -26.816570281982422, -31.547000885009766, -35.33848190307617];[1.381988525390625, 0.9535585641860962, 0.541817307472229, 0.2947779893875122, 0.20210956037044525];280.50268292427063
2750;[3.5089309215545654, 24.70651626586914, 25.186370849609375, 28.88245391845703, 33.45484924316406, 35.32217788696289];[0.43499210476875305, 1.4772536754608154, 1.5252243280410767, 1.6025569438934326, 1.606164574623108, 1.6179145574569702];[-2.196744441986084, -30.438640594482422, -32.170684814453125, -35.05961227416992, -35.582576751708984, -36.25062561035156];[1.5251234769821167, 1.000988245010376, 0.6035535931587219, 0.37871816754341125, 0.24909387528896332];289.32438492774963
2800;[3.548353433609009, 2.3492376804351807, 1.745547890663147, 1.5155253410339355, 1.3175020217895508, 1.3207478523254395];[0.42625173926353455, 0.33274129033088684, 0.31256335973739624, 0.19917771220207214, 0.10638964176177979, 0.08318420499563217];[-2.2053003311157227, -2.03434681892395, -1.8972558975219727, -1.5739308595657349, -1.3005108833312988, -1.2718838453292847];[1.415387749671936, 0.8268011808395386, 0.37689825892448425, 0.2556939721107483, 0.15909262001514435];319.7185034751892
2850;[3.4069786071777344, 4.614929676055908, 4.00265645980835, 3.9441704750061035, 3.9188363552093506, 3.8838798999786377];[0.42313840985298157, 1.4742056131362915, 1.4048479795455933, 1.3867613077163696, 1.3980615139007568, 1.3914402723312378];[-2.1496262550354004, -20.687437057495117, -27.48206329345703, -28.069074630737305, -30.446535110473633, -33.44790267944336];[1.4206163883209229, 0.9493134617805481, 0.47213616967201233, 0.3386180102825165, 0.25696200132369995];295.2818660736084
2900;[3.4786903858184814, 2.4067792892456055, 1.8011609315872192, 1.6259747743606567, 1.5737957954406738, 1.5117342472076416];[0.4198276996612549, 0.2905861437320709, 0.22688281536102295, 0.26563185453414917, 0.15850207209587097, 0.14066658914089203];[-2.169485092163086, -1.859422206878662, -1.676956057548523, -1.7515289783477783, -1.5292065143585205, -1.4958208799362183];[1.5595101118087769, 0.9366256594657898, 0.4319952726364136, 0.2629874646663666, 0.19393883645534515];297.9681787490845
2950;[3.457639694213867, 2.271224021911621, 2.331888198852539, 2.5200881958007812, 2.4495019912719727, 2.0475552082061768];[0.41961294412612915, 0.3284388780593872, 0.4008699953556061, 0.44617316126823425, 0.49783679842948914, 0.39648082852363586];[-2.1645867824554443, -1.989073395729065, -3.9493582248687744, -4.984018325805664, -5.271636486053467, -4.186163902282715];[1.4005879163742065, 0.7963722944259644, 0.4126336872577667, 0.23582616448402405, 0.1505994200706482];301.50091457366943
3000;[3.4256255626678467, 4.387765884399414, 5.129243850708008, 4.973856449127197, 3.8808956146240234, 3.6626954078674316];[0.4304555654525757, 1.338843822479248, 1.5455142259597778, 1.5100730657577515, 1.4146429300308228, 1.3843451738357544];[-2.1510977745056152, -10.378424644470215, -42.44330596923828, -36.14927673339844, -23.957429885864258, -23.673873901367188];[1.4508298635482788, 0.9439893364906311, 0.5192267298698425, 0.2965037524700165, 0.20687292516231537];287.2817904949188
3050;[3.5232760906219482, 26.40273666381836, 26.227693557739258, 35.620765686035156, 37.21649169921875, 41.109107971191406];[0.4335034191608429, 1.47679603099823, 1.4799171686172485, 1.633170247077942, 1.6135081052780151, 1.653296709060669];[-2.183851718902588, -30.129045486450195, -32.264625549316406, -37.86735916137695, -36.73149108886719, -38.115516662597656];[1.4893990755081177, 1.0359361171722412, 0.7277387976646423, 0.3484388589859009, 0.2583932876586914];280.89594316482544
